nome=Daniel e Erick Pães e Doces ME, cnpj=85.572.055/0001-29, inscricaoEst=27901219-5, dataAbertura=08/04/2016, site=www.danielerick.com.br, email=treinamento@danielerick.com.br, cep=61621-180, rua=Rua das Flores, numero=477, bairro=Jardim Icaraí, cidade=Caucaia, estado=CE, telefone=(85) 2852-2198, celular=(85) 98840-5611
nome=Anthony e Fernanda Doces & Salgados ME, cnpj=34.514.291/0001-58, inscricaoEst=27789568-5, dataAbertura=11/05/1977, site=www.anthonyfernanda.com.br, email=fiscal@anthonyfernanda.com.br, cep=60355-000, rua=Avenida Doutor Theberge, numero=980, bairro=Presidente Kennedy, cidade=Fortaleza, estado=CE, telefone=(85) 3786-1142, celular=(85) 98879-9219
nome=Arthur e Kamilly Telecomunicações ME, cnpj=16.558.115/0001-36, inscricaoEst=25999418-9, dataAbertura=15/09/1976, site=www.arthurkamilly.com.br, email=tesouraria@arthurkamilly.com.br, cep=60534-230, rua=Avenida Genibau, numero=384, bairro=Parque Genibaú, cidade=Fortaleza, estado=CE, telefone=(85) 3828-9355, celular=(85) 99713-2043
nome=Gabriel e Julio Transportes Ltda, cnpj=31.982.115/0001-52, inscricaoEst=12872012-3, dataAbertura=13/03/1975, site=www.gabrieljulio.com.br, email=estoque@gabrieljulio.com.br, cep=60170-001, rua=Avenida Desembargador Moreira, numero=884, bairro=Aldeota, cidade=Fortaleza, estado=CE, telefone=(85) 2716-2715, celular=(85) 99569-2904
nome=Giovanna e Helena Lavanderia ME, cnpj=73.863.367/0001-02, inscricaoEst=73187157-0, dataAbertura=15/03/1974, site=www.giovannahelena.com.br, email=almoxarifado@giovannahelena.com.br, cep=63012-300, rua=Rua Pedro Furtado de Menezes, numero=568, bairro=Horto, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 2536-4261, celular=(88) 98440-0846
nome=Ryan e Carolina Informática Ltda, cnpj=21.349.854/0001-58, inscricaoEst=80809331-2, dataAbertura=06/09/1973, site=www.ryancarolina.com.br, email=presidencia@ryancarolina.com.br, cep=60341-465, rua=Rua Misericórdia, numero=539, bairro=Jardim Iracema, cidade=Fortaleza, estado=CE, telefone=(85) 2697-5366, celular=(85) 99881-3799
nome=Pietra e Guilherme Buffet Ltda, cnpj=13.200.618/0001-47, inscricaoEst=21278905-8, dataAbertura=16/11/1972, site=www.pietraguilherme.com.br, email=ouvidoria@pietraguilherme.com.br, cep=60140-155, rua=Avenida Padre Antônio Tomás, numero=540, bairro=Aldeota, cidade=Fortaleza, estado=CE, telefone=(85) 2921-9852, celular=(85) 99759-7669
nome=Kevin e Helena Marcenaria ME, cnpj=28.082.153/0001-44, inscricaoEst=76330043-8, dataAbertura=19/08/1971, site=www.kevinhelena.com.br, email=fale_conosco@kevinhelena.com.br, cep=63051-110, rua=Rua Francisco de Brito, numero=489, bairro=João Cabral, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 2648-7691, celular=(88) 99208-0396
nome=Evelyn e Rodrigo Marketing Ltda, cnpj=03.532.447/0001-08, inscricaoEst=53933264-0, dataAbertura=12/05/1970, site=www.evelynrodrigo.com.br, email=cobranca@evelynrodrigo.com.br, cep=61940-040, rua=Rua Manoel Moreira de Oliveira, numero=832, bairro=Centro, cidade=Maranguape, estado=CE, telefone=(85) 3661-5871, celular=(85) 99843-1685
nome=Leonardo e Laís Vidros ME, cnpj=28.082.153/0001-44, inscricaoEst=76330043-8, dataAbertura=19/08/1969, site=www.leonardolais.com.br, email=producao@leonardolais.com.br, cep=60181-350, rua=Rua da Albacora, numero=489, bairro=Vicente Pinzon, cidade=Fortaleza, estado=CE, telefone=(85) 2648-7691, celular=(85) 99208-0396
nome=Letícia e Enzo Buffet ME, cnpj=17.903.067/0001-39, inscricaoEst=96037663-1, dataAbertura=23/02/1968, site=www.leticiaenzo.com.br, email=financeiro@leticiaenzo.com.br, cep=61654-150, rua=Rua Maria da Piedade, numero=344, bairro=Araturi (Jurema), cidade=Caucaia, estado=CE, telefone=(85) 3898-1060, celular=(85) 98871-8015
nome=Kamilly e Mariana Gráfica ME, cnpj=19.117.219/0001-01, inscricaoEst=29168883-7, dataAbertura=25/05/1967, site=www.kamillymariana.com.br, email=cobranca@kamillymariana.com.br, cep=63110-320, rua=Rua Professora Maria Luiza Linhares, numero=465, bairro=Zacarias Gonçalves, cidade=Crato, estado=CE, telefone=(88) 3838-3713, celular=(88) 99327-4005
nome=Agatha e Benício Construções ME, cnpj=22.883.838/0001-03, inscricaoEst=12391877-4, dataAbertura=03/04/1966, site=www.agathabenicio.com.br, email=almoxarifado@agathabenicio.com.br, cep=63046-732, rua=Travessa José Portão de Ferro, numero=318, bairro=Jardim Gonzaga, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 2927-7137, celular=(88) 99693-4218
nome=Samuel e João Pizzaria Delivery ME, cnpj=16.598.581/0001-45, inscricaoEst=44308665-6, dataAbertura=23/07/1965, site=www.samueljoao.com.br, email=financeiro@samueljoao.com.br, cep=61607-060, rua=Rua São Tiago, numero=587, bairro=Patrícia Gomes, cidade=Caucaia, estado=CE, telefone=(85) 3772-5862, celular=(85) 98886-7616
nome=Lucca e Luiz Limpeza ME, cnpj=37.260.257/0001-92, inscricaoEst=27087936-6, dataAbertura=24/07/1964, site=www.luccaluiz.com.br, email=almoxarifado@luccaluiz.com.br, cep=60543-504, rua=Travessa Palmares, numero=144, bairro=Bom Jardim, cidade=Fortaleza, estado=CE, telefone=(85) 2737-3913, celular=(85) 99609-2128
nome=Raul e Alícia Entulhos ME, cnpj=99.899.393/0001-84, inscricaoEst=07280866-7, dataAbertura=05/07/1963, site=www.raulalicia.com.br, email=pesquisa@raulalicia.com.br, cep=60170-450, rua=Travessa Ladi, numero=716, bairro=Dionisio Torres, cidade=Fortaleza, estado=CE, telefone=(85) 2776-4599, celular=(85) 98981-8848
nome=Betina e Marina Pizzaria Ltda, cnpj=08.826.789/0001-46, inscricaoEst=54793075-5, dataAbertura=27/01/1962, site=www.betinamarina.com.br, email=manutencao@betinamarina.com.br, cep=61909-360, rua=Rua 7, numero=919, bairro=Horto, cidade=Maracanaú, estado=CE, telefone=(85) 2645-9535, celular=(85) 99447-6055
nome=Gabrielly e Heitor Contábil ME, cnpj=08.929.455/0001-06, inscricaoEst=65010000-0, dataAbertura=24/10/1961, site=www.gabriellyheitor.com.br, email=producao@gabriellyheitor.com.br, cep=60861-105, rua=Rua Primeiro de Abril, numero=407, bairro=Boa Vista, cidade=Fortaleza, estado=CE, telefone=(85) 3725-8475, celular=(85) 99836-0315
nome=Bryan e Luan Lavanderia Ltda, cnpj=70.934.821/0001-80, inscricaoEst=16748601-2, dataAbertura=05/12/1960, site=www.bryanluan.com.br, email=auditoria@bryanluan.com.br, cep=62020-350, rua=Ladeira do Cristo, numero=557, bairro=Alto do Cristo, cidade=Sobral, estado=CE, telefone=(88) 3632-7534, celular=(88) 99258-4976
nome=Lucca e Hadassa Buffet ME, cnpj=65.169.123/0001-04, inscricaoEst=51697315-0, dataAbertura=23/07/1959, site=www.luccahadassa.com.br, email=fabricacao@luccahadassa.com.br, cep=60732-585, rua=Rua Valeta, numero=370, bairro=Siqueira, cidade=Fortaleza, estado=CE, telefone=(85) 2585-2370, celular=(85) 99458-0593
nome=Joana e Pedro Comercio de Bebidas Ltda, cnpj=17.903.067/0001-39, inscricaoEst=96037663-1, dataAbertura=23/02/1958, site=www.joanapedro.com.br, email=contabil@joanapedro.com.br, cep=60540-466, rua=Vila Policarpo, numero=344, bairro=Granja Lisboa, cidade=Fortaleza, estado=CE, telefone=(85) 3898-1060, celular=(85) 98871-8015
nome=Luiz e Maitê Telas ME, cnpj=79.104.604/0001-38, inscricaoEst=08466971-3, dataAbertura=02/05/2016, site=www.luizmaite.com.br, email=producao@luizmaite.com.br, cep=60745-785, rua=Rua Edson Brasil, numero=678, bairro=Parque Dois Irmãos, cidade=Fortaleza, estado=CE, telefone=(85) 2927-5492, celular=(85) 99816-8638
nome=Betina e Thiago Informática Ltda, cnpj=42.008.723/0001-87, inscricaoEst=54429842-0, dataAbertura=04/05/2015, site=www.betinathiago.com.br, email=producao@betinathiago.com.br, cep=60741-070, rua=Vila Sideral, numero=894, bairro=Serrinha, cidade=Fortaleza, estado=CE, telefone=(85) 3534-8436, celular=(85) 98780-8780
nome=Stefany e Tomás Esportes Ltda, cnpj=89.420.598/0001-81, inscricaoEst=64445708-2, dataAbertura=04/03/2014, site=www.stefanytomas.com.br, email=pos_venda@stefanytomas.com.br, cep=60181-420, rua=Rua dos Parlamentares, numero=857, bairro=Vicente Pinzon, cidade=Fortaleza, estado=CE, telefone=(85) 2724-7492, celular=(85) 99820-0359
nome=Ryan e Miguel Assessoria Jurídica ME, cnpj=40.467.092/0001-39, inscricaoEst=06925820-1, dataAbertura=06/11/2013, site=www.ryanmiguel.com.br, email=tesouraria@ryanmiguel.com.br, cep=60355-150, rua=Vila Rocicler, numero=451, bairro=Presidente Kennedy, cidade=Fortaleza, estado=CE, telefone=(85) 2788-9242, celular=(85) 98827-5974
nome=Evelyn e Levi Joalheria ME, cnpj=94.456.766/0001-29, inscricaoEst=17884338-5, dataAbertura=23/09/2012, site=www.evelynlevi.com.br, email=contabil@evelynlevi.com.br, cep=63755-973, rua=Praça da Matriz, numero=924, bairro=Centro, cidade=Curatis, estado=CE, telefone=(88) 3792-3010, celular=(88) 98247-7153
nome=Bernardo e Isabel Informática Ltda, cnpj=10.316.863/0001-26, inscricaoEst=49177643-8, dataAbertura=21/02/2011, site=www.bernardoisabel.com.br, email=manutencao@bernardoisabel.com.br, cep=60810-520, rua=Rua O, numero=772, bairro=Engenheiro Luciano Cavalcante, cidade=Fortaleza, estado=CE, telefone=(85) 3704-7526, celular=(85) 98478-5361
nome=Evelyn e Alícia Padaria ME, cnpj=60.661.048/0001-72, inscricaoEst=38736649-0, dataAbertura=07/06/2010, site=www.evelynalicia.com.br, email=treinamento@evelynalicia.com.br, cep=60060-480, rua=Travessa dos Cariris, numero=969, bairro=Praia de Iracema, cidade=Fortaleza, estado=CE, telefone=(85) 3901-1952, celular=(85) 98220-7401
nome=Sophia e Stefany Telecomunicações ME, cnpj=00.207.624/0001-84, inscricaoEst=65583972-0, dataAbertura=25/07/2009, site=www.sophiastefany.com.br, email=contabil@sophiastefany.com.br, cep=60340-097, rua=Vila Constantina, numero=462, bairro=Jardim Iracema, cidade=Fortaleza, estado=CE, telefone=(85) 2737-5696, celular=(85) 98173-1493
nome=Otávio e Kevin Buffet Ltda, cnpj=18.524.803/0001-00, inscricaoEst=22461862-8, dataAbertura=20/12/2008, site=www.otaviokevin.com.br, email=manutencao@otaviokevin.com.br, cep=60543-478, rua=Vila José de Oliveira, numero=539, bairro=Bom Jardim, cidade=Fortaleza, estado=CE, telefone=(85) 2786-0620, celular=(85) 98488-6366
nome=Maria e Sophia Pizzaria Delivery ME, cnpj=95.276.237/0001-06, inscricaoEst=40032736-8, dataAbertura=07/04/2007, site=www.mariasophia.com.br, email=administracao@mariasophia.com.br, cep=60821-805, rua=Rua José Alcides Rocha, numero=469, bairro=Parque Manibura, cidade=Fortaleza, estado=CE, telefone=(85) 3567-5612, celular=(85) 98274-8471
nome=Guilherme e Alana Padaria Ltda, cnpj=99.899.393/0001-84, inscricaoEst=07280866-7, dataAbertura=05/07/2006, site=www.guilhermealana.com.br, email=almoxarifado@guilhermealana.com.br, cep=61603-150, rua=Rua Santa Helena, numero=716, bairro=Parque Soledade, cidade=Caucaia, estado=CE, telefone=(85) 2776-4599, celular=(85) 98981-8848
nome=Heitor e Stella Assessoria Jurídica ME, cnpj=99.899.393/0001-84, inscricaoEst=07280866-7, dataAbertura=05/07/2005, site=www.heitorstella.com.br, email=seguranca@heitorstella.com.br, cep=63113-650, rua=Travessa Mauriti, numero=716, bairro=Seminário, cidade=Crato, estado=CE, telefone=(88) 2776-4599, celular=(88) 98981-8848
nome=Vinicius e Luna Consultoria Financeira Ltda, cnpj=01.175.983/0001-60, inscricaoEst=46615312-0, dataAbertura=25/12/2004, site=www.viniciusluna.com.br, email=financeiro@viniciusluna.com.br, cep=60833-351, rua=Rua Brigadeiro Haroldo Veloso, numero=972, bairro=Sapiranga, cidade=Fortaleza, estado=CE, telefone=(85) 2791-0358, celular=(85) 98605-3541
nome=Benjamin e Lavínia Limpeza Ltda, cnpj=99.899.393/0001-84, inscricaoEst=07280866-7, dataAbertura=05/07/2003, site=www.benjaminlavinia.com.br, email=fale_conosco@benjaminlavinia.com.br, cep=63012-160, rua=Rua Manoel Isaú dos Santos, numero=716, bairro=Horto, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 2776-4599, celular=(88) 98981-8848
nome=Lucca e Lucca Pães e Doces ME, cnpj=64.272.015/0001-91, inscricaoEst=97163286-3, dataAbertura=21/04/2002, site=www.luccalucca.com.br, email=cobranca@luccalucca.com.br, cep=60870-842, rua=Rua 1, numero=206, bairro=Jangurussu, cidade=Fortaleza, estado=CE, telefone=(85) 3580-5475, celular=(85) 98402-1233
nome=Nicolas e Cecília Ferragens ME, cnpj=37.302.772/0001-98, inscricaoEst=35783344-9, dataAbertura=24/04/2001, site=www.nicolascecilia.com.br, email=treinamento@nicolascecilia.com.br, cep=60720-330, rua=Vila Gouveia, numero=314, bairro=Parangaba, cidade=Fortaleza, estado=CE, telefone=(85) 3903-3626, celular=(85) 99630-7684
nome=Bárbara e Julia Advocacia ME, cnpj=22.009.759/0001-78, inscricaoEst=54216944-4, dataAbertura=05/03/2000, site=www.barbarajulia.com.br, email=financeiro@barbarajulia.com.br, cep=60410-437, rua=Rua Grijalva Costa, numero=444, bairro=Jardim América, cidade=Fortaleza, estado=CE, telefone=(85) 2568-0650, celular=(85) 99829-9264
nome=Isabelle e Miguel Entulhos ME, cnpj=42.008.723/0001-87, inscricaoEst=54429842-0, dataAbertura=04/05/1999, site=www.isabellemiguel.com.br, email=fabricacao@isabellemiguel.com.br, cep=62040-040, rua=Rua Eva, numero=894, bairro=Alto da Expectativa, cidade=Sobral, estado=CE, telefone=(88) 3534-8436, celular=(88) 98780-8780
nome=Mariana e Juan Fotografias Ltda, cnpj=10.742.459/0001-14, inscricaoEst=73398483-5, dataAbertura=15/10/1998, site=www.marianajuan.com.br, email=ouvidoria@marianajuan.com.br, cep=60165-075, rua=Avenida da Abolição, numero=852, bairro=Meireles, cidade=Fortaleza, estado=CE, telefone=(85) 2898-6152, celular=(85) 99625-1506
nome=Heloisa e Ryan Adega Ltda, cnpj=13.649.304/0001-26, inscricaoEst=64923435-9, dataAbertura=25/02/1997, site=www.heloisaryan.com.br, email=financeiro@heloisaryan.com.br, cep=60543-220, rua=Vila Willians, numero=292, bairro=Bom Jardim, cidade=Fortaleza, estado=CE, telefone=(85) 3628-5631, celular=(85) 99551-9559
nome=Gabriel e Brenda Gráfica Ltda, cnpj=17.411.818/0001-08, inscricaoEst=23530229-5, dataAbertura=15/02/1996, site=www.gabrielbrenda.com.br, email=@gabrielbrenda.com.br, cep=61623-380, rua=Beco das Acácias, numero=562, bairro=Mestre Antônio, cidade=Caucaia, estado=CE, telefone=(85) 3715-7328, celular=(85) 99459-6787
nome=Rodrigo e Tomás Ferragens ME, cnpj=30.167.198/0001-63, inscricaoEst=56173973-0, dataAbertura=27/08/1995, site=www.rodrigotomas.com.br, email=rh@rodrigotomas.com.br, cep=60175-815, rua=Vila Jeane, numero=149, bairro=Papicu, cidade=Fortaleza, estado=CE, telefone=(85) 2847-3763, celular=(85) 99139-6116
nome=Breno e Julio Alimentos ME, cnpj=64.450.908/0001-80, inscricaoEst=10677109-4, dataAbertura=12/09/1994, site=www.brenojulio.com.br, email=comunicacoes@brenojulio.com.br, cep=63046-380, rua=Rua Cezarina Venâncio de Oliveira, numero=358, bairro=Jardim Gonzaga, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 3718-1850, celular=(88) 98346-8558
nome=Juan e Ester Entregas Expressas Ltda, cnpj=54.683.213/0001-94, inscricaoEst=39677221-8, dataAbertura=24/04/1993, site=www.juanester.com.br, email=fiscal@juanester.com.br, cep=60020-250, rua=Vila Arteiro, numero=105, bairro=Benfica, cidade=Fortaleza, estado=CE, telefone=(85) 3589-9457, celular=(85) 98117-9490
nome=Amanda e Bruno Alimentos Ltda, cnpj=88.545.683/0001-03, inscricaoEst=96849533-8, dataAbertura=16/03/1992, site=www.amandabruno.com.br, email=fiscal@amandabruno.com.br, cep=60765-045, rua=Vila São José do Mondubim, numero=112, bairro=Mondubim, cidade=Fortaleza, estado=CE, telefone=(85) 3809-6588, celular=(85) 98765-1229
nome=Murilo e Emily Adega Ltda, cnpj=64.417.270/0001-85, inscricaoEst=02100467-6, dataAbertura=12/11/1991, site=www.muriloemily.com.br, email=@muriloemily.com.br, cep=61615-065, rua=Rua Itororó, numero=333, bairro=Capuan, cidade=Caucaia, estado=CE, telefone=(85) 3650-2831, celular=(85) 98165-2389
nome=Juliana e Guilherme Construções ME, cnpj=42.008.723/0001-87, inscricaoEst=54429842-0, dataAbertura=04/05/1990, site=www.julianaguilherme.com.br, email=financeiro@julianaguilherme.com.br, cep=60761-245, rua=Rua C, numero=894, bairro=Parque Dois Irmãos, cidade=Fortaleza, estado=CE, telefone=(85) 3534-8436, celular=(85) 98780-8780
nome=Helena e Elias Corretores Associados Ltda, cnpj=71.741.083/0001-18, inscricaoEst=18429524-6, dataAbertura=01/05/1989, site=www.helenaelias.com.br, email=producao@helenaelias.com.br, cep=61615-180, rua=Rua do Campo, numero=183, bairro=Capuan, cidade=Caucaia, estado=CE, telefone=(85) 3905-6473, celular=(85) 98551-8627
nome=Heitor e Joaquim Entregas Expressas Ltda, cnpj=64.450.908/0001-80, inscricaoEst=10677109-4, dataAbertura=12/09/1988, site=www.heitorjoaquim.com.br, email=sistema@heitorjoaquim.com.br, cep=63113-470, rua=Travessa Icó, numero=358, bairro=Seminário, cidade=Crato, estado=CE, telefone=(88) 3718-1850, celular=(88) 98346-8558
nome=Anthony e Antonio Marcenaria Ltda, cnpj=47.981.120/0001-80, inscricaoEst=97687471-7, dataAbertura=08/02/1987, site=www.anthonyantonio.com.br, email=representantes@anthonyantonio.com.br, cep=61645-340, rua=Rua Olavo Bilac, numero=391, bairro=Parque Albano (Jurema), cidade=Caucaia, estado=CE, telefone=(85) 2587-2963, celular=(85) 98100-9111
nome=Henry e Tomás Fotografias Ltda, cnpj=97.742.644/0001-97, inscricaoEst=36871807-7, dataAbertura=22/09/1986, site=www.henrytomas.com.br, email=financeiro@henrytomas.com.br, cep=60766-070, rua=Rua Padre Cícero do Pantanal, numero=287, bairro=Planalto Ayrton Senna, cidade=Fortaleza, estado=CE, telefone=(85) 3691-8334, celular=(85) 99416-8332
nome=Miguel e Marcos Vinicius Advocacia Ltda, cnpj=97.742.644/0001-97, inscricaoEst=36871807-7, dataAbertura=22/09/1985, site=www.miguelmarcos_vinicius.com.br, email=pesquisa@miguelmarcos_vinicius.com.br, cep=60442-772, rua=Travessa Capiaba, numero=287, bairro=Pici, cidade=Fortaleza, estado=CE, telefone=(85) 3691-8334, celular=(85) 99416-8332
nome=Marina e Luan Limpeza ME, cnpj=10.268.754/0001-80, inscricaoEst=14465166-1, dataAbertura=19/05/1984, site=www.marinaluan.com.br, email=contabil@marinaluan.com.br, cep=60840-391, rua=Vila Ivana, numero=691, bairro=Messejana, cidade=Fortaleza, estado=CE, telefone=(85) 3878-4073, celular=(85) 98944-5221
nome=Jennifer e Luana Locações de Automóveis Ltda, cnpj=16.877.766/0001-99, inscricaoEst=76760066-5, dataAbertura=24/12/1983, site=www.jenniferluana.com.br, email=producao@jenniferluana.com.br, cep=61920-480, rua=Rua 112B, numero=102, bairro=Acaracuzinho, cidade=Maracanaú, estado=CE, telefone=(85) 3622-5148, celular=(85) 99644-3220
nome=Rodrigo e Débora Publicidade e Propaganda ME, cnpj=29.136.118/0001-23, inscricaoEst=23330666-8, dataAbertura=03/02/1982, site=www.rodrigodebora.com.br, email=pesquisa@rodrigodebora.com.br, cep=63041-155, rua=Rua Professora Maria Nilde Couto Bem, numero=709, bairro=Triângulo, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 2883-8006, celular=(88) 99357-5297
nome=Pietro e Eduardo Alimentos Ltda, cnpj=00.983.837/0001-06, inscricaoEst=61266726-0, dataAbertura=18/10/1981, site=www.pietroeduardo.com.br, email=suporte@pietroeduardo.com.br, cep=60544-458, rua=Rua Tiago Pereira, numero=999, bairro=Siqueira, cidade=Fortaleza, estado=CE, telefone=(85) 2906-8014, celular=(85) 98242-1814
nome=Hadassa e Cecília Advocacia ME, cnpj=08.372.684/0001-64, inscricaoEst=11164297-3, dataAbertura=17/09/1980, site=www.hadassacecilia.com.br, email=rh@hadassacecilia.com.br, cep=62051-032, rua=Travessa Doutor Antônio Paulo Pessoa, numero=872, bairro=Cohab II, cidade=Sobral, estado=CE, telefone=(88) 2686-9910, celular=(88) 98398-9158
nome=Lívia e Benjamin Consultoria Financeira ME, cnpj=88.321.029/0001-16, inscricaoEst=53227909-3, dataAbertura=12/01/1979, site=www.liviabenjamin.com.br, email=ti@liviabenjamin.com.br, cep=63050-750, rua=Rua Ozana Pereira, numero=799, bairro=Romeirão, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 2955-7605, celular=(88) 98834-1553
nome=Arthur e Danilo Gráfica Ltda, cnpj=94.157.473/0001-40, inscricaoEst=38201400-6, dataAbertura=27/04/1978, site=www.arthurdanilo.com.br, email=manutencao@arthurdanilo.com.br, cep=60350-410, rua=Travessa Antônio Joaquim, numero=351, bairro=Antônio Bezerra, cidade=Fortaleza, estado=CE, telefone=(85) 2936-1254, celular=(85) 98594-0697
nome=Lorena e Agatha Telecomunicações ME, cnpj=08.372.684/0001-64, inscricaoEst=11164297-3, dataAbertura=17/09/1977, site=www.lorenaagatha.com.br, email=contato@lorenaagatha.com.br, cep=61941-130, rua=Rua José Valdir Barbosa, numero=872, bairro=Preguiça, cidade=Maranguape, estado=CE, telefone=(85) 2686-9910, celular=(85) 98398-9158
